Clients,Branch,Arrival,Start,Waitint Time,Operation,Quantity,Step,Balance,Risk
Client 10,Bank Branch C,13.67,21.12,7.45,Loan,2817,2,8020,21.39
Client 10,Bank Branch C,13.67,21.56,7.89,Invest,319,2,8020,100
Client 2,Bank Branch C,13.67,22.48,8.81,Loan,3122,2,7587.91,21.39
Client 10,Bank Branch C,13.67,23.52,9.85,Loan,2419,2,10439,21.39
Client 1,Bank Branch C,13.67,24.09,10.42,Loan,384,2,9251,100
Client 10,Bank Branch C,13.67,24.89,11.22,Retire,3391,2,7048,
Client 3,Bank Branch C,13.67,25.13,11.46,Invest,2197,2,195,20.36
Client 3,Bank Branch C,13.67,26.6,12.93,Retire,4052,2,195,
Client 2,Bank Branch C,27.91,27.91,0.0,Deposit,3020,3,8976.9,
Client 8,Bank Branch B,27.91,27.91,0.0,Invest,2308,3,2362,100
Client 3,Bank Branch C,27.91,27.91,0.0,Deposit,2185,3,2986.06,
Client 4,Bank Branch B,27.91,27.91,0.0,Invest,1925,3,4642,100
Client 6,Bank Branch A,27.91,27.91,0.0,Invest,4587,3,2351.96,19.32
Client 6,Bank Branch A,27.91,27.91,0.0,Invest,847,3,2351.96,100
Client 4,Bank Branch B,27.91,28.97,1.06,Deposit,2112,3,6754,
Client 6,Bank Branch A,27.91,29.28,1.37,Invest,2635,3,2351.96,55.0
Client 10,Bank Branch C,27.91,28.96,1.05,Loan,3471,3,9163.68,21.39
Client 4,Bank Branch B,27.91,29.24,1.33,Invest,3598,3,3156,18.36
Client 10,Bank Branch C,27.91,29.13,1.22,Loan,4631,3,13794.68,19.0
Client 6,Bank Branch A,27.91,29.68,1.77,Loan,4640,3,6991.96,19.32
Client 7,Bank Branch A,27.91,30.37,2.46,Loan,3863,3,3821.64,
Client 8,Bank Branch B,27.91,30.18,2.27,Deposit,3298,3,5660,
Client 1,Bank Branch C,27.91,30.85,2.94,Retire,3191,3,4978.5,
Client 2,Bank Branch C,27.91,30.49,2.58,Invest,3734,3,5242.9,20.79
Client 7,Bank Branch A,27.91,30.96,3.05,Deposit,4101,3,7922.64,
Client 10,Bank Branch C,27.91,31.99,4.08,Loan,2656,3,16450.68,21.39
Client 6,Bank Branch A,27.91,31.8,3.89,Loan,2280,3,9271.96,55.0
Client 6,Bank Branch A,27.91,32.46,4.55,Deposit,2506,3,11777.96,
Client 3,Bank Branch C,27.91,32.18,4.27,Deposit,1359,3,4345.06,
Client 5,Bank Branch C,27.91,33.31,5.4,Loan,1967,3,11555,100
Client 9,Bank Branch C,27.91,34.0,6.09,Deposit,4231,3,9252,
Client 3,Bank Branch C,27.91,34.76,6.85,Deposit,3139,3,7484.06,
Client 3,Bank Branch C,27.91,35.37,7.46,Deposit,1812,3,9296.06,
Client 5,Bank Branch C,27.91,36.16,8.25,Loan,3621,3,15176,18.57
Client 3,Bank Branch C,27.91,36.99,9.08,Retire,1633,3,7663.06,
Client 6,Bank Branch A,38.81,38.81,0.0,Invest,244,4,9955.95,100
Client 5,Bank Branch C,38.81,38.81,0.0,Loan,4725,4,13932.79,100
Client 4,Bank Branch B,38.81,38.81,0.0,Deposit,2907,4,7358.28,
Client 7,Bank Branch A,38.81,38.81,0.0,Loan,4250,4,5781.41,100
Client 5,Bank Branch C,38.81,38.81,0.0,Invest,2675,4,11257.79,16.2
Client 1,Bank Branch C,38.81,40.46,1.66,Retire,2082,4,1815.0,
Client 1,Bank Branch C,38.81,40.78,1.98,Retire,4519,4,1815.0,
Client 2,Bank Branch C,38.81,42.39,3.59,Invest,2028,4,2903.25,22.19
Client 1,Bank Branch C,38.81,42.67,3.87,Invest,4553,4,1815.0,19.67
Client 3,Bank Branch C,38.81,43.86,5.06,Deposit,1910,4,10179.11,
Client 7,Bank Branch A,45.62,45.62,0.0,Deposit,1559,5,5199.18,
Client 8,Bank Branch B,45.62,45.62,0.0,Deposit,130,5,5790,
Client 1,Bank Branch C,45.62,45.62,0.0,Retire,900,5,733.5,
Client 4,Bank Branch B,45.62,45.62,0.0,Retire,1989,5,6664.56,
Client 10,Bank Branch C,45.62,45.62,0.0,Deposit,2568,5,8920.89,
Client 10,Bank Branch C,45.62,47.05,1.43,Loan,523,5,8920.89,100
Client 1,Bank Branch C,45.62,47.37,1.75,Loan,4435,5,5168.5,55.0
Client 1,Bank Branch C,45.62,48.65,3.04,Retire,2875,5,2293.5,
Client 10,Bank Branch C,45.62,48.6,2.99,Loan,4722,5,13642.89,19.0
