Clients,Branch,Arrival,Start,Waitint Time,Operation,Quantity,Step,Balance,Risk
Client 13,Bank Branch A,23.41,23.41,0.0,Invest,4416,2,6159.79,100
Client 15,Bank Branch C,23.41,23.41,0.0,Deposit,3560,2,5325.19,
Client 15,Bank Branch C,23.41,23.41,0.0,Invest,4487,2,838.19,100
Client 18,Bank Branch B,23.41,23.41,0.0,Deposit,2804,2,5554.42,
Client 11,Bank Branch A,23.41,23.41,0.0,Loan,2771,2,9584.34,21.39
Client 12,Bank Branch B,23.41,23.41,0.0,Invest,2469,2,1075,55.0
Client 5,Bank Branch C,23.41,25.01,1.59,Invest,578,2,4907.67,100
Client 19,Bank Branch A,23.41,24.69,1.28,Loan,1842,2,5157,100
Client 4,Bank Branch A,23.41,25.29,1.88,Deposit,4301,2,15868,
Client 15,Bank Branch C,23.41,25.01,1.6,Loan,215,2,1053.19,87.12
Client 16,Bank Branch B,23.41,25.31,1.9,Deposit,2892,2,3028,
Client 12,Bank Branch B,23.41,25.1,1.68,Deposit,376,2,1451,
Client 3,Bank Branch C,23.41,26.2,2.79,Deposit,3270,2,7807,
Client 7,Bank Branch A,23.41,26.66,3.25,Loan,2843,2,8013,15.32
Client 12,Bank Branch B,23.41,26.78,3.37,Invest,1594,2,1451,100
Client 18,Bank Branch B,23.41,27.01,3.59,Invest,2398,2,5554.42,100
Client 10,Bank Branch A,23.41,26.42,3.01,Deposit,2224,2,5478.16,
Client 2,Bank Branch C,23.41,27.33,3.92,Deposit,2799,2,12007.46,
Client 15,Bank Branch C,23.41,26.72,3.31,Loan,943,2,1996.19,82.99
Client 1,Bank Branch A,23.41,27.72,4.31,Retire,4820,2,1061.63,
Client 7,Bank Branch A,23.41,28.37,4.96,Loan,1232,2,8013,100
Client 17,Bank Branch C,23.41,28.72,5.31,Deposit,3575,2,4387,
Client 20,Bank Branch C,23.41,28.53,5.12,Deposit,4838,2,8059,
Client 7,Bank Branch A,23.41,29.24,5.83,Loan,2712,2,10725,15.97
Client 1,Bank Branch A,23.41,30.17,6.75,Retire,2209,2,1061.63,
Client 20,Bank Branch C,23.41,30.22,6.81,Deposit,3753,2,11812,
Client 13,Bank Branch A,23.41,30.97,7.56,Deposit,4287,2,10446.79,
Client 3,Bank Branch C,23.41,30.46,7.05,Deposit,170,2,7977,
Client 11,Bank Branch A,23.41,31.23,7.82,Retire,1731,2,7853.34,
Client 20,Bank Branch C,23.41,31.28,7.87,Invest,3680,2,8132,21.18
Client 16,Bank Branch B,32.94,32.94,0.0,Deposit,1025,3,4053,
Client 20,Bank Branch C,32.94,32.94,0.0,Deposit,1230,3,10337.2,
Client 7,Bank Branch A,32.94,32.94,0.0,Retire,4439,3,4827.81,
Client 18,Bank Branch B,32.94,32.94,0.0,Retire,1634,3,4225.85,
Client 5,Bank Branch C,32.94,32.94,0.0,Loan,4643,3,8619.35,22.23
Client 19,Bank Branch A,32.94,32.94,0.0,Retire,118,3,5039,
Client 2,Bank Branch C,32.94,34.4,1.47,Deposit,3984,3,14523.91,
Client 8,Bank Branch A,32.94,34.44,1.5,Invest,2598,3,2986.68,100
Client 3,Bank Branch C,32.94,34.66,1.73,Deposit,3340,3,11317,
Client 9,Bank Branch B,32.94,33.96,1.03,Retire,1000,3,1430,
Client 19,Bank Branch A,32.94,34.84,1.91,Deposit,2690,3,7729,
Client 18,Bank Branch B,32.94,34.66,1.72,Deposit,3075,3,7300.85,
Client 20,Bank Branch C,32.94,35.45,2.52,Loan,804,3,11141.2,55.0
Client 2,Bank Branch C,32.94,35.83,2.89,Retire,1169,3,13354.91,
Client 5,Bank Branch C,32.94,37.11,4.18,Invest,4589,3,8619.35,22.23
Client 15,Bank Branch C,38.21,38.21,0.0,Deposit,2644,4,5542.31,
Client 15,Bank Branch C,38.21,38.21,0.0,Retire,2544,4,2998.31,
Client 12,Bank Branch B,38.21,38.21,0.0,Deposit,4745,4,6196,
Client 18,Bank Branch B,38.21,38.21,0.0,Deposit,4796,4,12402.27,
Client 1,Bank Branch A,38.21,38.21,0.0,Invest,1360,4,774.89,55.0
Client 11,Bank Branch A,38.21,38.21,0.0,Deposit,3744,4,7015.25,
Client 3,Bank Branch C,38.21,39.29,1.08,Retire,1274,4,10043,
Client 14,Bank Branch B,38.21,39.83,1.62,Loan,3035,4,1826,100
Client 16,Bank Branch B,38.21,39.91,1.69,Deposit,3158,4,7211,
Client 20,Bank Branch C,38.21,39.53,1.31,Invest,1737,4,11840.36,100
Client 11,Bank Branch A,38.21,40.1,1.88,Deposit,4646,4,11661.25,
Client 15,Bank Branch C,38.21,40.57,2.35,Retire,3156,4,2998.31,
Client 1,Bank Branch A,38.21,39.99,1.78,Invest,4766,4,774.89,21.47
Client 18,Bank Branch B,38.21,41.31,3.09,Deposit,1544,4,13946.27,
Client 15,Bank Branch C,38.21,41.32,3.1,Deposit,4676,4,7674.31,
Client 12,Bank Branch B,38.21,41.3,3.09,Loan,2232,4,8428,55.0
Client 10,Bank Branch A,38.21,41.46,3.25,Invest,2538,4,2686.48,17.19
Client 19,Bank Branch A,38.21,41.97,3.76,Retire,4242,4,3487,
Client 5,Bank Branch C,38.21,41.83,3.61,Loan,2431,4,8524.93,18.1
Client 18,Bank Branch B,38.21,42.47,4.26,Loan,2372,4,13946.27,100
Client 17,Bank Branch C,38.21,42.48,4.27,Retire,1247,4,3140,
Client 14,Bank Branch B,38.21,42.88,4.66,Invest,2913,4,1826,100
Client 15,Bank Branch C,38.21,43.55,5.34,Deposit,4671,4,12345.31,
Client 4,Bank Branch A,38.21,43.51,5.29,Invest,1214,4,15868,100
Client 8,Bank Branch A,38.21,42.98,4.77,Deposit,2962,4,5613.01,
Client 9,Bank Branch B,38.21,43.56,5.34,Deposit,1958,4,3388,
Client 2,Bank Branch C,38.21,43.66,5.45,Loan,4097,4,15984.37,18.39
Client 16,Bank Branch B,38.21,44.4,6.18,Deposit,3358,4,10569,
Client 18,Bank Branch B,38.21,44.95,6.73,Retire,1005,4,12941.27,
Client 19,Bank Branch A,38.21,44.92,6.71,Retire,245,4,3242,
Client 5,Bank Branch C,38.21,44.58,6.37,Retire,1359,4,7165.93,
Client 5,Bank Branch C,38.21,45.32,7.11,Deposit,1525,4,8690.93,
Client 1,Bank Branch A,38.21,44.82,6.61,Retire,4200,4,774.89,
Client 16,Bank Branch B,38.21,45.43,7.22,Retire,3926,4,6643,
Client 6,Bank Branch B,38.21,46.35,8.13,Loan,621,4,-168.37,
Client 7,Bank Branch A,38.21,46.45,8.23,Invest,1934,4,1435.62,55.0
Client 4,Bank Branch A,38.21,46.75,8.54,Retire,467,4,15401,
Client 5,Bank Branch C,38.21,46.57,8.36,Deposit,2107,4,10797.93,
Client 20,Bank Branch C,38.21,46.63,8.42,Deposit,3310,4,15150.36,
Client 9,Bank Branch B,38.21,47.27,9.05,Invest,4885,4,3388,100
Client 18,Bank Branch B,48.79,48.79,0.0,Retire,1271,5,11975.7,
Client 16,Bank Branch B,48.79,48.79,0.0,Invest,3527,5,3116,22.3
Client 1,Bank Branch A,48.79,48.79,0.0,Retire,3336,5,2011.92,
Client 17,Bank Branch C,48.79,48.79,0.0,Deposit,2242,5,5382,
Client 15,Bank Branch C,48.79,48.79,0.0,Invest,2006,5,12796.37,100
Client 19,Bank Branch A,48.79,48.79,0.0,Loan,4845,5,8087,15.71
Client 9,Bank Branch B,48.79,50.17,1.38,Retire,3145,5,243,
Client 7,Bank Branch A,48.79,50.25,1.46,Retire,1666,5,973.45,
Client 6,Bank Branch B,48.79,49.95,1.16,Retire,2540,5,-949.82,
Client 17,Bank Branch C,48.79,50.32,1.53,Invest,4666,5,716,19.32
Client 2,Bank Branch C,48.79,50.64,1.85,Invest,3226,5,12406.87,100
Client 6,Bank Branch B,48.79,51.24,2.45,Loan,4418,5,3468.18,
Client 2,Bank Branch C,48.79,51.96,3.17,Retire,2198,5,10208.87,
Client 2,Bank Branch C,48.79,52.36,3.56,Deposit,326,5,10534.87,
Client 5,Bank Branch C,48.79,53.16,4.37,Loan,3006,5,10026.54,16.04
