Clients,Branch,Arrival,Start,Waitint Time,Operation,Quantity,Step,Balance,Risk
Client 8,Bank Branch C,31.62,33.39,1.77,Invest,3282,5,1767.39,55.0
Client 7,Bank Branch B,31.62,33.28,1.66,Loan,1679,5,-1940.38,
Client 4,Bank Branch B,31.62,34.3,2.68,Retire,3188,5,681,
Client 8,Bank Branch C,31.62,34.4,2.78,Invest,1469,5,1767.39,100
Client 10,Bank Branch A,31.62,34.6,2.98,Retire,703,5,3969.95,
Client 5,Bank Branch A,31.62,34.57,2.94,Loan,3709,5,10257,34.01
Client 2,Bank Branch C,31.62,34.88,3.25,Invest,1824,5,5165.18,100
Client 6,Bank Branch B,31.62,35.0,3.38,Invest,4188,5,951.4,55.0
Client 5,Bank Branch A,31.62,36.18,4.56,Loan,522,5,10257,100
Client 9,Bank Branch C,31.62,36.0,4.38,Retire,1635,5,3884.63,
Client 10,Bank Branch A,31.62,36.21,4.59,Loan,1904,5,5873.95,100
Client 8,Bank Branch C,31.62,36.63,5.0,Loan,4310,5,6077.39,55.0
