Clients,Branch,Arrival,Start,Waitint Time,Operation,Quantity,Step,Balance,Risk
Client 12,Bank Branch A,0,12.12,12.12,Loan,462,1,1633,84.58
Client 1,Bank Branch A,0,12.9,12.9,Deposit,608,1,856,
Client 3,Bank Branch A,0,13.42,13.42,Invest,682,1,143,85.05
Client 1,Bank Branch A,0,14.77,14.77,Deposit,950,1,1806,
Client 3,Bank Branch A,0,15.28,15.28,Loan,532,1,143,85.05
Client 3,Bank Branch A,0,16.21,16.21,Retire,524,1,143,
Client 13,Bank Branch A,0,16.68,16.68,Invest,217,1,2570,83.72
Client 1,Bank Branch A,0,18.18,18.18,Retire,926,1,880,
Client 11,Bank Branch B,19.95,19.95,0.0,Invest,657,2,452,85.29
Client 13,Bank Branch A,19.95,19.95,0.0,Loan,957,2,2388.98,100
Client 8,Bank Branch C,19.95,19.95,0.0,Deposit,236,2,1349,
Client 8,Bank Branch C,19.95,19.95,0.0,Invest,769,2,1349,100
Client 17,Bank Branch A,19.95,19.95,0.0,Loan,853,2,1312,83.75
Client 2,Bank Branch B,19.95,19.95,0.0,Loan,377,2,218,87.13
Client 7,Bank Branch C,19.95,21.2,1.25,Loan,993,2,1771,82.56
Client 2,Bank Branch B,19.95,21.0,1.05,Deposit,848,2,1066,
Client 5,Bank Branch C,19.95,21.15,1.21,Invest,211,2,597,84.12
Client 15,Bank Branch A,19.95,21.06,1.11,Invest,909,2,1872,100
Client 12,Bank Branch A,19.95,21.62,1.68,Loan,758,2,2143.41,84.52
Client 16,Bank Branch C,19.95,22.37,2.42,Invest,857,2,36,83.72
Client 6,Bank Branch B,19.95,21.9,1.95,Deposit,915,2,1586,
Client 5,Bank Branch C,19.95,22.64,2.69,Deposit,856,2,1453,
Client 18,Bank Branch B,19.95,22.59,2.65,Retire,291,2,1301.16,
Client 12,Bank Branch A,19.95,22.82,2.88,Loan,278,2,2421.41,84.58
Client 1,Bank Branch A,19.95,23.39,3.44,Retire,627,2,253,
Client 20,Bank Branch C,19.95,23.45,3.5,Deposit,564,2,738,
Client 2,Bank Branch B,19.95,23.74,3.8,Deposit,439,2,1505,
Client 14,Bank Branch C,19.95,23.86,3.91,Retire,758,2,410.82,
Client 19,Bank Branch B,19.95,24.19,4.25,Loan,858,2,945,83.71
Client 9,Bank Branch A,19.95,24.64,4.7,Retire,592,2,1337,
Client 3,Bank Branch A,19.95,24.37,4.43,Retire,900,2,143,
Client 7,Bank Branch C,19.95,24.85,4.91,Deposit,650,2,2421,
Client 19,Bank Branch B,19.95,25.31,5.37,Loan,277,2,1222,87.53
Client 5,Bank Branch C,19.95,25.44,5.49,Loan,747,2,1453,84.12
Client 19,Bank Branch B,19.95,25.84,5.9,Invest,976,2,1222,82.71
Client 3,Bank Branch A,19.95,25.9,5.95,Invest,975,2,143,82.72
Client 12,Bank Branch A,19.95,26.06,6.12,Deposit,349,2,2770.41,
Client 7,Bank Branch C,19.95,26.68,6.74,Loan,557,2,2421,84.36
Client 20,Bank Branch C,19.95,27.08,7.14,Invest,790,2,738,84.27
Client 18,Bank Branch B,19.95,27.04,7.1,Retire,612,2,689.16,
Client 4,Bank Branch B,19.95,27.29,7.35,Deposit,464,2,974.52,
Client 9,Bank Branch A,19.95,27.39,7.45,Invest,671,2,1337,100
Client 12,Bank Branch A,19.95,27.83,7.88,Deposit,535,2,3305.41,
Client 7,Bank Branch C,19.95,27.94,8.0,Retire,902,2,1519,
Client 16,Bank Branch C,19.95,28.39,8.45,Loan,977,2,1013,82.7
Client 6,Bank Branch B,19.95,28.74,8.79,Loan,263,2,1849,85.19
Client 13,Bank Branch A,19.95,29.18,9.24,Invest,704,2,2388.98,100
Client 19,Bank Branch B,19.95,29.12,9.17,Loan,847,2,1222,83.8
Client 13,Bank Branch A,19.95,29.13,9.19,Invest,809,2,2388.98,100
Client 20,Bank Branch C,19.95,29.62,9.68,Loan,769,2,1507,84.43
Client 5,Bank Branch C,19.95,30.36,10.41,Loan,262,2,1453,84.12
Client 5,Bank Branch C,19.95,30.84,10.9,Invest,587,2,1453,84.12
Client 6,Bank Branch B,19.95,30.74,10.8,Deposit,237,2,2086,
Client 18,Bank Branch B,19.95,30.55,10.6,Loan,702,2,1391.16,100
Client 12,Bank Branch A,19.95,30.82,10.87,Deposit,371,2,3676.41,
Client 15,Bank Branch A,19.95,30.63,10.68,Loan,855,2,1872,100
Client 20,Bank Branch C,19.95,31.68,11.74,Invest,226,2,1507,84.97
Client 4,Bank Branch B,19.95,32.05,12.11,Retire,572,2,402.52,
Client 12,Bank Branch A,19.95,32.44,12.5,Loan,841,2,3676.41,83.85
Client 3,Bank Branch A,19.95,32.49,12.55,Invest,488,2,143,86.39
Client 12,Bank Branch A,19.95,33.92,13.97,Retire,692,2,2984.41,
Client 16,Bank Branch C,35.6,35.6,0.0,Loan,414,3,1175.42,84.19
Client 16,Bank Branch C,35.6,35.6,0.0,Invest,463,3,1175.42,84.19
Client 4,Bank Branch B,35.6,35.6,0.0,Deposit,288,3,792.04,
Client 18,Bank Branch B,35.6,35.6,0.0,Deposit,959,3,1989.8,
Client 17,Bank Branch A,35.6,35.6,0.0,Deposit,914,3,2002.09,
Client 17,Bank Branch A,35.6,35.6,0.0,Loan,298,3,2002.09,100
Client 16,Bank Branch C,35.6,36.73,1.14,Deposit,736,3,1911.42,
Client 8,Bank Branch C,35.6,36.95,1.35,Loan,238,3,1349,100
Client 12,Bank Branch A,35.6,37.26,1.67,Deposit,240,3,2704.87,
Client 11,Bank Branch B,35.6,37.23,1.64,Retire,876,3,452,
Client 7,Bank Branch C,35.6,37.82,2.23,Loan,980,3,2243.3,82.67
Client 17,Bank Branch A,35.6,37.55,1.96,Retire,515,3,1487.09,
Client 4,Bank Branch B,35.6,37.22,1.62,Retire,989,3,792.04,
Client 12,Bank Branch A,35.6,38.76,3.16,Deposit,709,3,3413.87,
Client 7,Bank Branch C,35.6,38.27,2.68,Deposit,773,3,3016.3,
Client 18,Bank Branch B,35.6,38.86,3.26,Deposit,350,3,2339.8,
Client 11,Bank Branch B,35.6,39.17,3.57,Deposit,286,3,738,
Client 17,Bank Branch A,35.6,39.13,3.54,Deposit,331,3,1818.09,
Client 1,Bank Branch A,35.6,39.82,4.23,Invest,644,3,253,84.97
Client 17,Bank Branch A,35.6,41.24,5.64,Loan,966,3,1818.09,100
Client 15,Bank Branch A,35.6,40.76,5.17,Deposit,359,3,2231,
Client 9,Bank Branch A,35.6,42.29,6.7,Deposit,493,3,1830,
Client 11,Bank Branch B,43.79,43.79,0.0,Retire,897,4,738,
Client 20,Bank Branch C,43.79,43.79,0.0,Deposit,808,4,1918.97,
Client 17,Bank Branch A,43.79,43.79,0.0,Loan,595,4,1594.18,100
Client 11,Bank Branch B,43.79,43.79,0.0,Retire,788,4,738,
Client 9,Bank Branch A,43.79,43.79,0.0,Invest,726,4,1830,100
Client 10,Bank Branch C,43.79,43.79,0.0,Loan,663,4,1595,100
Client 19,Bank Branch B,43.79,44.87,1.08,Deposit,464,4,1095.8,
Client 2,Bank Branch B,43.79,45.2,1.41,Retire,373,4,1132,
Client 16,Bank Branch C,43.79,45.06,1.27,Deposit,850,4,2367.7,
Client 3,Bank Branch A,43.79,45.09,1.3,Loan,240,4,143,86.39
Client 12,Bank Branch A,43.79,45.57,1.78,Invest,755,4,2894.33,100
Client 5,Bank Branch C,43.79,45.7,1.91,Invest,394,4,1564.83,100
Client 16,Bank Branch C,43.79,46.52,2.73,Deposit,742,4,3109.7,
Client 16,Bank Branch C,43.79,47.43,3.64,Invest,622,4,3109.7,100
Client 3,Bank Branch A,43.79,46.87,3.08,Retire,934,4,143,
Client 9,Bank Branch A,43.79,46.94,3.15,Deposit,670,4,2500,
Client 5,Bank Branch C,43.79,48.43,4.64,Invest,398,4,1564.83,100
Client 14,Bank Branch C,43.79,48.53,4.74,Retire,702,4,178.45,
Client 15,Bank Branch A,43.79,48.68,4.89,Deposit,352,4,2583,
Client 1,Bank Branch A,43.79,48.87,5.08,Loan,960,4,1213,82.85
Client 5,Bank Branch C,43.79,49.92,6.13,Deposit,616,4,2180.83,
Client 13,Bank Branch A,43.79,50.46,6.67,Invest,872,4,1154.94,83.59
Client 20,Bank Branch C,43.79,50.32,6.53,Loan,375,4,1918.97,100
Client 9,Bank Branch A,43.79,50.73,6.94,Loan,741,4,2500,100
Client 7,Bank Branch C,43.79,51.55,7.76,Invest,584,4,2424.14,100
Client 14,Bank Branch C,43.79,51.82,8.03,Deposit,917,4,1095.45,
Client 13,Bank Branch A,43.79,51.7,7.91,Loan,760,4,1914.94,84.5
Client 12,Bank Branch A,43.79,52.68,8.89,Loan,213,4,2894.33,100
Client 16,Bank Branch C,43.79,53.27,9.48,Invest,450,4,3109.7,100
Client 10,Bank Branch C,43.79,53.49,9.7,Loan,384,4,1595,100
Client 1,Bank Branch A,43.79,53.7,9.91,Retire,743,4,470,
Client 1,Bank Branch A,43.79,54.01,10.22,Deposit,902,4,1372,
Client 17,Bank Branch A,43.79,55.13,11.34,Retire,597,4,997.18,
Client 11,Bank Branch B,56.73,56.73,0.0,Retire,420,5,318,
Client 3,Bank Branch A,56.73,56.73,0.0,Loan,494,5,143,86.39
Client 7,Bank Branch C,56.73,56.73,0.0,Retire,791,5,1040.97,
Client 9,Bank Branch A,56.73,56.73,0.0,Loan,951,5,3451,55.0
Client 16,Bank Branch C,56.73,56.73,0.0,Invest,388,5,2715.99,100
Client 18,Bank Branch B,56.73,56.73,0.0,Loan,866,5,1619.08,100
Client 4,Bank Branch B,56.73,57.8,1.07,Retire,965,5,30.08,
Client 20,Bank Branch C,56.73,58.03,1.3,Retire,324,5,1396.95,
Client 13,Bank Branch A,56.73,57.91,1.18,Retire,452,5,1332.0,
Client 9,Bank Branch A,56.73,58.28,1.55,Invest,473,5,3451,100
Client 4,Bank Branch B,56.73,58.64,1.91,Deposit,598,5,628.08,
Client 20,Bank Branch C,56.73,58.58,1.85,Loan,363,5,1396.95,100
Client 5,Bank Branch C,56.73,59.1,2.37,Invest,891,5,1345.74,55.0
Client 4,Bank Branch B,56.73,59.07,2.34,Invest,980,5,628.08,82.54
Client 17,Bank Branch A,56.73,59.16,2.43,Invest,969,5,773.26,82.77
Client 6,Bank Branch B,56.73,60.39,3.66,Invest,262,5,1618.86,83.22
Client 13,Bank Branch A,56.73,59.73,3.0,Loan,208,5,1332.0,86.97
Client 4,Bank Branch B,56.73,59.83,3.1,Loan,714,5,1342.08,82.54
Client 10,Bank Branch C,56.73,60.18,3.45,Retire,571,5,1024,
Client 1,Bank Branch A,56.73,60.59,3.86,Loan,596,5,1464.0,83.63
Client 5,Bank Branch C,56.73,59.94,3.21,Invest,420,5,1345.74,100
Client 4,Bank Branch B,56.73,61.55,4.82,Retire,549,5,793.08,
Client 6,Bank Branch B,56.73,61.44,4.71,Retire,249,5,1369.86,
Client 16,Bank Branch C,56.73,61.57,4.84,Loan,813,5,3528.99,55.0
Client 20,Bank Branch C,56.73,61.8,5.07,Invest,220,5,1396.95,100
